,Unnamed: 0,year,position,artist,song,lyrics
29,30,2014,30,Maroon 5,Maps,"['Maroon 5', 'Maps', ""\nI miss the taste of a sweeter life\nI miss the conversation\nI'm searching for a song tonight\nI'm changing all of the stations\nI like to think that we had it all\nWe drew a map to a better place\nBut on that road I took a fall\nOh, baby, why did you run away?\n\n\nI was there for you\nIn your darkest times\nI was there for you\nIn your darkest night\n\n\nBut I wonder, where were you?\nWhen I was at my worst\nDown on my knees\nAnd you said you had my back\nSo I wonder, where were you?\nAll the roads you took came back to me\nSo I'm following the map that leads to you\nThe map that leads to you\nAin't nothing I can do\nThe map that leads to you\nFollowing, following, following to you\nThe map that leads to you\nAin't nothing I can do\nThe map that leads to you\nFollowing, following, following\n\n\nI hear your voice in my sleep at night\nHard to resist temptation\n'Cause something strange has come over me\nNow, I can't get over you\nNo, I just can't get over you\n\n\nI was there for you\nIn your darkest times\nI was there for you\nIn your darkest night\n\n\nBut I wonder, where were you?\nWhen I was at my worst\nDown on my knees\nAnd you said you had my back\nSo I wonder, where were you?\nAll the roads you took came back to me\nSo I'm following the map that leads to you\nThe map that leads to you\nAin't nothing I can do\nThe map that leads to you\nFollowing, following, following to you\nThe map that leads to you\nAin't nothing I can do\nThe map that leads to you\n\n\nOh, oh, oh, ah\nOoh, oh, oh, ah\nYeah, yeah, yeah, ah\nAha, ah, mmm, ah\nOh, I was there for you\nOh, in your darkest times\nOh, I was there for you\nOh, in your darkest night\nOh, I was there for you\nOh, in your darkest times\nOh, I was there for you\nOh, in your darkest night\n\n\nBut I wonder, where were you?\nWhen I was at my worst\nDown on my knees\nAnd you said you had my back\nSo I wonder, where were you?\nAll the roads you took came back to me\nSo I'm following the map that leads to you\nThe map that leads to you\nAin't nothing I can do\nThe map that leads to you\nFollowing, following, following to you\nThe map that leads to you\nAin't nothing I can do\nThe map that leads to you\nFollowing, following, following""]"
30,31,2014,31,Iggy Azalea & Rita Ora,Black Widow,"['Iggy Azalea & Rita Ora', 'Black Widow', ""\nI'm gonna love ya until you hate me\nAnd I'm gonna show ya what's really crazy\nYou should've known better than to mess with me harder\nI'm gonna love ya, I'm gonna love ya, gonna love ya, gonna love ya\nLike a black widow, baby\n\n\nThis twisted cat and mouse game always starts the same\nFirst we're both down to play, then somehow you go astray\nWe went from nothing to something, liking to loving\nIt was us against the world, and now we just fucking?\nIt's like I loved you so much, and now I just hate you\nFeeling stupid for all the time that I gave you\nI wanted all or nothing for us, ain't no place in between\nMight, might be me believing what you say that you'll never mean\nLike it'll last forever but now forever ain't as long\nIf it wasn't for you I wouldn't be stuck singing this song\nYou were different from my last, but now you got 'em mirrored\nAnd as it all plays out, I see it couldn't be clearer\nNow sing\n\n\nYou used to be thirsty for me\nBut now you wanna be set free\nThis is the web, web that you weave\nSo baby now rest in peace (It's all over with now)\n\n\nI'm gonna love ya until you hate me (right)\nAnd I'm gonna show ya (show 'em what, show 'em what) what's really crazy\nYou should've known better than to mess with me harder (it's all over with now)\nI'm gonna love ya, I'm gonna love ya, gonna love ya, gonna love ya\nLike a black widow, baby\n\n\nI'm gonna l-l-l-love you until it hurts\nJust to get you, I'm doing whatever works\nYou ain't never met nobody that will do ya how I do ya\nThat'll bring you to your knees, praise Jesus, hallelujah\nI'ma make you beg for it, plead for it\n'Til you feel like you breathe for it\n'Til you'll do any and everything for it\nI want you to fiend for it, wake up and dream for it\n'Til it's got you gasping for air and you lean forward\n'Til they have a CAT scan to check on your mind\nAnd it's nothing but me, on it (on it, on it)\nNow it's me time, believe that\nIf it's yours and you want it, I want it, promise I need that\n'Till I'm everywhere that you be at, I can't fall back or quit\nCause this here is fatal attraction, so I take it all or I don't want shhh\n\n\nYou used to be thirsty for me (right)\nBut now you wanna be set free\nThis is the web, web that you weave\nSo baby now rest in peace (It's all over with now)\n\n\nI'm gonna love ya until you hate me (right)\nAnd I'm gonna show ya (show 'em what, show 'em what) what's really crazy\nYou should've known better than to mess with me harder\nI'm gonna love ya, I'm gonna love ya, gonna love ya, gonna love ya\nLike a black widow, baby\n\n\nBlack, black, black, black widow, baby""]"
31,32,2014,32,Rihanna & Eminem,The Monster,"['Rihanna & Eminem', 'The Monster', ""\nI'm friends with the monster that's under my bed\nGet along with the voices inside of my head\nYou're tryin' to save me, stop holdin' your breath\nAnd you think I'm crazy, yeah, you think I'm crazy\n\n\nI wanted the fame but not the cover of Newsweek\nOh well, guess beggars can't be choosey\nWanted to receive attention for my music\nWanted to be left alone in public, excuse me\nFor wantin' my cake, and eat it too, and wantin' it both ways\nFame made me a balloon ‘cause my ego inflated\nWhen I blew, see, but it was confusing\n‘Cause all I wanted to do's be the Bruce Lee of loose leaf\nAbused ink, used it as a tool when I blew steam\nWhoo! Hit the lottery, ooh-wee\nBut with what I gave up to get it was bittersweet\nIt was like winnin' a used mink\nIronic ‘cause I think I'm gettin' so huge I need a shrink\nI'm beginnin' to lose sleep: one sheep, two sheep\nGoin' coo-coo and kooky as Kool Keith\nBut I'm actually weirder than you think, ‘cause I'm—\n\n\nI'm friends with the monster that's under my bed\nGet along with the voices inside of my head\nYou're tryin' to save me, stop holdin' your breath\nAnd you think I'm crazy, yeah, you think I'm crazy\nWell, that's nothin' (Ooh-ooh-ooh-ooh)\n(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)\nWell, that's nothin' (Ooh-ooh-ooh-ooh)\n(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)\n\n\nNow, I ain't much of a poet\nBut I know somebody once told me to seize the moment\nAnd don't squander it ‘cause you never know when it all\nCould be over tomorrow, so I keep conjurin'\nSometimes I wonder where these thoughts spawn from\nYeah, ponderin'll do you wonders\nNo wonder you're losin' your mind, the way it wanders\nYodel-odel-ay-hee-hoo! I think it went wanderin' off down yonder\nAnd stumbled onto Jeff VanVonderen\n‘Cause I need an interventionist\nTo intervene between me and this monster\nAnd save me from myself and all this conflict\n‘Cause the very thing that I love's killin' me and I can't conquer it\nMy OCD's conkin' me in the head, keep knockin'\nNobody's home, I'm sleepwalkin'\nI'm just relayin' what the voice in my head's sayin'\nDon't shoot the messenger, I'm just friends with the—\n\n\nI'm friends with the monster that's under my bed\nGet along with the voices inside of my head\nYou're tryin' to save me, stop holdin' your breath\nAnd you think I'm crazy, yeah, you think I'm crazy\nWell, that's nothin' (Ooh-ooh-ooh-ooh)\n(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)\nWell, that's nothin' (Ooh-ooh-ooh-ooh)\n(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)\n\n\nCall me crazy, but I have this vision, one day that\nI'll walk amongst you a regular civilian\nBut until then, drums get killed and\nI'm comin' straight at MC's, blood gets spilled and\nI'll take you back to the days that I'd get on a Dre track\nGive every kid who got played that pumped-up feelin'\nAnd shit to say back to the kids who played him\nI ain't here to save the fuckin' children\nBut if one kid out of a hundred million\nWho are goin' through a struggle, feels it and relates, that's great!\nIt's payback, Russell Wilson fallin' way back\nIn the draft, turn nothin' into somethin', still can make that\nStraw into gold, chump, I will spin—Rumpelstiltskin in a haystack\nMaybe I need a straightjacket\nFace facts: I am nuts for real, but I'm okay with that!\nIt's nothin', I'm still friends with the—\n\n\nI'm friends with the monster that's under my bed\nGet along with the voices inside of my head\nYou're tryin' to save me, stop holdin' your breath\nAnd you think I'm crazy, yeah, you think I'm crazy\n\n\nI'm friends with the monster that's under my bed\n(Get along with) Get along with the voices inside of my head\n(You're tryin' to) You're tryin' to save me, stop holdin' your breath\n(And you think) And you think I'm crazy, yeah, you think I'm crazy\nWell, that's nothin'\n\n\n(Ooh-ooh-ooh-ooh)\n(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)\nWell, that's nothin' (Ooh-ooh-ooh-ooh)\n(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)""]"
32,33,2014,33,Chris Brown & Lil' Wayne,Loyal,"[""Chris Brown & Lil' Wayne"", 'Loyal', '\nYoung Mula, baby!\nHaha, you thought it was over?\n\n\nI wasn\'t born last night\nI know these hoes ain’t right\nBut you was blowing up her phone last night\nBut she ain’t have her ringer nor her ring on last night, oh\nNigga, that’s that nerve\nWhy give a bitch your heart when she\'d rather have a purse?\nWhy give a bitch an inch when she\'d rather have nine?\nYou know how the game goes, she be mine by halftime, I’m the shit, oh\nNigga, that’s that nerve\nYou all about her, and she all about hers\nBirdman Junior in this bitch, no flamingos\nAnd I done did everything but trust these hoes\nCB fuck with me!\n\n\nWhen a rich nigga want you\nAnd your nigga can\'t do nothing for ya\nThese hoes ain’t loyal\nThese hoes ain’t loyal\nYeah, yeah, let me see\n\n\nJust got rich\nTook a broke nigga’s bitch\nI can make a broke bitch rich\nBut I don’t fuck with broke bitches\n\n\nGot a white girl with some fake titties\nI took her to the Bay with me\nEyes closed, smoking marijuana\nRolling up that Bob Marley, I’m a rasta\nShe wanna do drugs\nSmoke weed, get drunk\nShe wanna see a nigga trap\nShe wanna fuck all the rappers\n\n\nWhen a rich nigga want you\nAnd your nigga can\'t do nothing for ya\nThese hoes ain’t loyal\nThese hoes ain’t loyal\nYeah, yeah, let me see\n\n\nBlack girl with a big booty\nIf she a bad bitch, let’s get to it right away\nWe up in this club\nBring me the bottles\nI know girl, that you came in this bitch with your man\nThat’s a no-no girl\nAll this money in the air\nI wanna see you dance\n\n\nJust got rich\nTook a broke nigga’s bitch\nI can make a broke bitch rich\nBut I don’t fuck with broke bitches\n\n\nWhen a rich nigga want you\nAnd your nigga can\'t do nothing for ya\nThese hoes ain’t loyal\nThese hoes ain’t loyal\nYeah, yeah, yeah, yeah, yeah, let me see\n\n\n(Ha!) Uh, rich young nigga\nName got bigger and my change got bigger, so my chains got bigger\nFerrari, Jaguar, switching four lanes\nWith the top down screaming out, ""Money ain\'t a thing""\nHa, me and CB in the Bay with her\nI sent her back home so you can lay with her\nOkay, let\'s talk about this ice that I\'m carrying\nAll these karats like I\'m a fucking vegetarian\nShout-out Weezy F., keep a redbone wet\nRose Rolex, hoes on deck, she know I got a check\nDo it too good when she ride that dick\nMan I wouldn\'t trust that bitch, no\n\n\nCome on, come on, girl, why you fronting?\nBaby show me something\nWhen I call her, she gon’ leave\nAnd I bet that bottom dollar she gon’ cheat\nCome on, come on, girl, why you fronting?\nBaby show me something\nYou done spent your bread on her\nAnd it’s all for nothing\n\n\nWhen a rich nigga want you\nAnd your nigga can\'t do nothing for ya\nThese hoes ain’t loyal\nThese hoes ain’t loyal\nYeah, yeah, let me see\nWhen a rich nigga want you\nAnd your nigga can\'t do nothing for ya\nThese hoes ain’t loyal, they be playing games, yeah\nThese hoes ain’t loyal\nYeah, yeah, let me see\n\n\nYeah, let me see\nYeah, let me see\nLet me see\nOh, these hoes ain\'t loyal, let me see']"
33,34,2014,34,A Great Big World & Christina Aguilera,Say Something,"['A Great Big World & Christina Aguilera', 'Say Something', ""\nSay something, I'm giving up on you\nI'll be the one, if you want me to\nAnywhere, I would've followed you\nSay something, I'm giving up on you\n\n\nAnd I... am feeling so small\nIt was over my head\nI know nothing at all\n\n\nAnd I will stumble and fall\nI'm still learning to love\nJust starting to crawl\n\n\nSay something, I'm giving up on you\nI'm sorry that I couldn't get to you\nAnywhere, I would've followed you\nSay something, I'm giving up on you\n\n\nAnd I will swallow my pride\nYou're the one that I love\nAnd I'm saying goodbye\n\n\nSay something, I'm giving up on you\nAnd I'm sorry that I couldn't get to you\nAnd anywhere, I would've followed you, oh-oh\nSay something, I'm giving up on you\n\n\nSay something, I'm giving up on you\nSay something...""]"
34,35,2014,35,Passenger,Let Her Go,"['Passenger', 'Let Her Go', ""\n\n\n\nWell you only need the light when it's burning low\nOnly miss the sun when it starts to snow\nOnly know you love her when you let her go\nOnly know you've been high when you're feeling low\nOnly hate the road when you're missing home\nOnly know you love her when you let her go\nAnd you let her go...\n\n\nStaring at the bottom of your glass\nHoping one day you'll make a dream last\nBut dreams come slow and they go so fast\nYou see her when you close your eyes\nMaybe one day you'll understand why\nEverything you touch surely dies\n\n\nBut you only need the light when it's burning low\nOnly miss the sun when it starts to snow\nOnly know you love her when you let her go\nOnly know you've been high when you're feeling low\nOnly hate the road when you're missing home\nOnly know you love her when you let her go\n\n\nStaring at the ceiling in the dark\nSame old empty feeling in your heart\n'Cause love comes slow and it goes so fast\nWell you see her when you fall asleep\nBut never to touch and never to keep\n'Cause you loved her too much and you dived too deep\n\n\nWell you only need the light when it's burning low\nOnly miss the sun when it starts to snow\nOnly know you love her when you let her go\nOnly know you've been high when you're feeling low\nOnly hate the road when you're missing home\nOnly know you love her when you let her go\nAnd you let her go...\n\n\nOh, oh, woah, oh, oh\nAnd you let her go\nOh, oh, woah, oh, oh\nWhen you let her go\nWhoa\n\n\n'Cause you only need the light when it's burning low\nOnly miss the sun when it starts to snow\nOnly know you love her when you let her go\nOnly know you've been high when you're feeling low\nOnly hate the road when you're missing home\nOnly know you love her when you let her go\n'Cause you only need the light when it's burning low\nOnly miss the sun when it starts to snow\nOnly know you love her when you let her go\nOnly know you've been high when you're feeling low\nOnly hate the road when you're missing home\nOnly know you love her when you let her go\nAnd you let her go...""]"
35,36,2014,36,American Authors,Best Day Of My Life,"['American Authors', 'Best Day Of My Life', ""\nI had a dream so big and loud\nI jumped so high, I touched the clouds\n(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)\nI stretched my hands out to the sky\nWe danced with monsters through the night\n(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)\n\n\nI'm never gonna look back, whoa\nNever gonna give it up, no\nJust don't wake me now\n\n\nThis is gonna be the best day of my life\nMy li-i-i-i-i-i-ife\nThis is gonna be the best day of my life\nMy li-i-i-i-i-i-ife\n\n\nI howled at the moon with friends\nAnd then the sun came crashing in\n(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)\nBut all the possibilities\nNo limits, just epiphanies\n(Wo-o-o-o-o-o-oh, wo-o-o-o-o-o-oh)\n\n\nI'm never gonna look back, whoa\nNever gonna give it up, no\nJust don't wake me now\n\n\nThis is gonna be the best day of my life\nMy li-i-i-i-i-i-ife\nThis is gonna be the best day of my life\nMy li-i-i-i-i-i-ife\n\n\nI hear it calling outside my window\nI feel it in my soul (soul)\nThe stars were burning so bright\nThe sun was out 'til midnight\nI say we lose control (control)\n(Wo-o-o-o-o-o-oh)\n\n\nThis is gonna be the best day of my life\nMy li-i-i-i-i-i-ife\nThis is gonna be the best day of my life\nMy li-i-i-i-i-i-ife\n\n\nThis is gonna be the best day of my life\nMy li-i-i-i-i-i-ife\nThis is gonna be the best day of my life\nMy li-i-i-i-i-i-ife\n\n\nThis is gonna be, this is gonna be\nThis is gonna be the best day of my life\nEverything is lookin' up\nEverybody up now!\n\nThis is gonna be the best day of my life\nMy li-i-i-i-i-i-ife""]"
36,37,2014,37,Ed Sheeran,Don't,"['Ed Sheeran', ""Don't"", '\nI met this girl late last year\nShe said ""don\'t you worry if I disappear""\nI told her I\'m not really looking for another mistake\nI called an old friend thinking that the trouble would wait\nBut then I jumped right in a week later, returned\nI reckon she was only looking for a lover to burn\nBut I gave her my time for two or three nights\nThen I put it on pause until the moment was right\nI went away for months until our paths crossed again\nShe told me, ""I was never looking for a friend\nMaybe you could swing by my room around ten\nBaby, bring the lemon and a bottle of gin\nWe\'ll be in between the sheets till the late AM""\nBaby, if you wanted me then should have just said, she\'s singing\n\n\nDon\'t fuck with my love\nThat heart is so cold\nAll over my home\nI don\'t wanna know that babe\nDon\'t fuck with my love\nI told her she knows\nTake aim and reload\nI don\'t wanna know that babe\n\n\nAnd for a couple weeks I only wanna see her\nWe drink away the days with a takeaway pizza\nBefore a text message was the only way to reach her\nNow she\'s staying at my place and loves the way I treat her\nSinging out Aretha, all over the track like a feature\nAnd never wants to sleep, I guess that I don\'t want to either\nBut me and her, we make money the same way\nFour cities, two planes, the same day\nAnd those shows have never been what it\'s about\nBut maybe we\'ll go together and just figure it out\nI\'d rather put on a film with you and sit on a couch\nBut we should get on a plane or we\'ll be missing it now\nWish I\'d have written it down, the way that things played out\nWhen she was kissing him, how I was confused about\nNow she should figure it out, while I\'m sat here singing\n\n\nDon\'t fuck with my love\nThat heart is so cold\nAll over my home\nI don\'t wanna know that babe\nDon\'t fuck with my love\nI told her she knows\nTake aim and reload\nI don\'t wanna know that babe\n\n\n(Knock knock knock) on my hotel door\nI don\'t even know if she knows what for\nShe was crying on my shoulder, I already told ya\nTrust and respect is what we do this for\nI never intended to be next (you bastard)\nBut you didn\'t need to take him to bed, that\'s all\nAnd I never saw him as a threat (you bastard)\nUntil you disappeared with him to have sex, of course\nIt\'s not like we were both on tour\nWe were staying on the same fucking hotel floor\nAnd I wasn\'t looking for a promise or commitment\nBut it was never just fun, and I thought you were different\nThis is not the way you realised what you wanted\nIt\'s a bit too much, too late if I\'m honest\nAnd all this time, God knows I\'m singing\n\n\nDon\'t fuck with my love\nThat heart is so cold\nAll over my home\nI don\'t wanna know that babe\nDon\'t fuck with my love\nI told her she knows\nTake aim and reload\nI don\'t wanna know that babe\n\nDon\'t fuck with my love\nThat heart is so cold\nAll over my home\nI don\'t wanna know that babe\nDon\'t fuck with my love\nI told her she knows\nTake aim and reload\nI don\'t wanna know that babe']"
37,38,2014,38,Enrique Iglesias,Bailando,"['Enrique Iglesias', 'Bailando', '\n\n\nHe, he, he, he\nEnrique Iglesias (¡One love, One love!)\nGente De Zona\nDescemer\n\n\nYo te miro y se me corta la respiración\nCuando tú me miras se me sube el corazón\n(Me palpita lento el corazón)\nY en un silencio tu mirada dice mil palabras\nLa noche en la que te suplico que no salga el sol\n\n\nBailando (Bailando)\nBailando (Bailando)\nTú cuerpo y el mío\nLlenando el vacìo\nSubiendo y bajando (Subiendo y bajando)\nBailando (Bailando)\nBailando (Bailando)\nEse fuego por dentro\nMe está enloqueciendo\nMe va saturando\n\n\nCon tu física y tu química\nTambién tu anatomía\nLa cerveza y el tequila\nY tu boca con la mía\nYa no puedo más (Ya no puedo más)\nYa no puedo más (Ya no puedo más)\n\n\nCon esta melodía\nTu color, tu fantasía\nCon tu filosofía\nMi cabeza está vacía\nY ya no puedo más (Ya no puedo mas)\nYa no puedo más (Ya no puedo mas)\n\n\nYo quiero estar contigo, vivir contigo\nBailar contigo tener contigo\nUna noche loca (Una noche loca)\nAy besar tu boca (Y besar tu boca)\nYo quiero estar contigo, vivir contigo\nBailar contigo tener contigo\nUna noche loca\nCon tremenda nota\n\n\nOh oh oh oh\nOh oh oh oh\nOh oh oh\nOh oh\nOh oh oh oh\n\n\nTú me miras y me llevas a otra dimensión\n(Estoy en otra dimension)\nTus latidos aceleran a mi corazón\n(Tus latidos aceleran a mi corazón)\nQue ironía del destino no poder tocarte\nAbrazarte y sentir la magia de tu olor\n\n\nBailando (Bailando)\nBailando (Bailando)\nTú cuerpo y el mío\nLlenando el vacìo\nSubiendo y bajando (Subiendo y bajando)\nBailando (Bailando)\nBailando (Bailando)\nEse fuego por dentro\nMe está enloqueciendo\nMe va saturando\n\n\nCon tu física y tu química\nTambién tu anatomía\nLa cerveza y el tequila\nY tu boca con la mía\nYa no puedo más (Ya no puedo más)\nYa no puedo más (Ya no puedo más)\n\n\nCon esta melodía\nTu color, tu fantasía\nCon tu filosofía\nMi cabeza está vacía\nY ya no puedo más (Ya no puedo mas)\nYa no puedo más (Ya no puedo mas)\n\n\nYo quiero estar contigo, vivir contigo\nBailar contigo tener contigo\nUna noche loca  (Una noche loca)\nAy besar tu boca (Y besar tu boca)\nYo quiero estar contigo, vivir contigo\nBailar contigo tener contigo\nUna noche loca\nCon tremenda nota\n\n\nOh oh oh oh\nOh oh oh oh\nOh oh oh\nOh oh\nOh oh oh oh\nOh oh oh oh\nOh oh oh oh\nOh oh oh\nOh oh\nOh oh oh oh\nOh oh oh oh (Bailando amor)\nOh oh oh oh (Bailando amor)\nOh oh oh\nOh oh (Es que se me va el dolor)\nOh oh oh oh']"
38,39,2014,39,Tove Lo & Hippie Sabotage,Habits (Stay High),"['Tove Lo & Hippie Sabotage', 'Habits (Stay High)', ""\nOh-oh, oh-oh, oh-oh\n\n\nI eat my dinner in my bathtub, then I go to sex clubs\nWatchin' freaky people gettin' it on\nIt doesn't make me nervous if anything, I'm restless\nYeah, I've been around and I've seen it all\nI get home, I got the munchies, binge on all my Twinkies\nThrow up in the tub then I go to sleep\nAnd I drank up all my money, dazed and kinda lonely\n\n\nYou're gone and I gotta stay high\nAll the time, to keep you off my mind\nOoh-ooh-ooh-ooh, ooh-ooh-ooh-ooh\nHigh, all the time, to keep you off my mind\nOoh-ooh-ooh-ooh, ooh-ooh-ooh-ooh\nSpend my days locked in a haze, tryna forget you, babe\nI fall back down (Back down)\nGotta stay high, all my life, to forget I'm missin' you\nOoh-ooh-ooh-ooh, ooh-ooh-ooh-ooh\n\n\nPick up daddies at the playground, how I spend my day time\nLoosen up their frown, make 'em feel alive\nI make it fast and greasy, I'm numb my way too easy\n\n\nYou're gone and I gotta stay high\nAll the time, to keep you off my mind\nOoh-ooh-ooh-ooh, ooh-ooh-ooh-ooh\nHigh, all the time, to keep you off my mind\nOoh-ooh-ooh-ooh, ooh-ooh-ooh-ooh\nSpend my days locked in a haze, tryna forget you, babe\nI fall back down (Back down)\nGotta stay high, all my life, to forget I'm missin' you\nOoh-ooh-ooh-ooh, ooh-ooh-ooh-ooh\n\n\nStaying in my play pretend, where the fun ain't got no end\nOh, can't go home alone again, need someone to numb the pain\nOh, staying in my play pretend, where the fun ain't got no end\nOh, can't go home alone again, need someone to numb the pain\n\n\nYou're gone and I gotta stay high\nAll the time, to keep you off my mind\nOoh-ooh-ooh-ooh, ooh-ooh-ooh-ooh\nHigh, all the time, to keep you off my mind\nOoh-ooh-ooh-ooh, ooh-ooh-ooh-ooh\nSpend my days locked in a haze, tryna forget you, babe\nI fall back down (Back down)\nGotta stay high, all my life, to forget I'm missin' you\nOoh-ooh-ooh-ooh, ooh-ooh-ooh-ooh\n\n\nOh-oh""]"
39,40,2014,40,Ariana Grande & Zedd,Break Free,"['Ariana Grande & Zedd', 'Break Free', ""\n\n\nIf you want it, take it\nI should've said it before\nTried to hide it, fake it\nI can't pretend anymore\n\n\nI only wanna die alive\nNever by the hands of a broken heart\nI don't wanna hear you lie tonight\nNow that I've become who I really am\n\n\nThis is the part when I say I don't want ya\nI'm stronger than I've been before\nThis is the part when I break free\n'Cause I can't resist it no more\nThis is the part when I say I don't want ya\nI'm stronger than I've been before\nThis is the part when I break free\n'Cause I can't resist it no more\n\n\nYou were better, deeper\nI was under your spell, yeah\nLike a deadly fever, yeah, babe\nOn the highway to hell, yeah\n\n\nI only wanna die alive\nNever by the hands of a broken heart\nI don't wanna hear you lie tonight\nNow that I've become who I really am\n\n\nThis is the part when I say I don't want ya\nI'm stronger than I've been before\nThis is the part when I break free\n'Cause I can't resist it no more\nThis is the part when I say I don't want ya\nI'm stronger than I've been before\nThis is the part when I break free\n'Cause I can't resist it no more\n\n\nNo more, baby\nOoh-ooh-ooh\nThought of your body, I came alive\nIt was lethal, it was fatal\nIn my dreams, it felt so right\nBut I woke up every time\nOoh, baby\n\n\nThis is the part when I say I don't want ya\nI'm stronger than I've been before (Ooh-ooh-ooh-ooh)\nThis is the part when I break free\n'Cause I can't resist it no more\nThis is (This is) the part when I say I don't want ya\nI'm stronger than I've been before\nThis is the part when I break free\n'Cause I can't resist it no more""]"
40,41,2014,41,Vance Joy,Riptide,"['Vance Joy', 'Riptide', ""\nI was scared of dentists and the dark\nI was scared of pretty girls and starting conversations\nOh, all my friends are turning green\nYou're the magician's assistant in their dreams\n\n\nOh, oh-o-oh, and they come unstuck\n\n\nLady, running down to the riptide\nTaken away to the dark side\nI wanna be your left hand man\nI love you when you're singing that song and\nI got a lump in my throat 'cause\nYou're gonna sing the words wrong\n\n\nHere's this movie that I think you'll like\nThis guy decides to quit his job and heads to New York City\nThis cowboy's running from himself\nAnd she's been living on the highest shelf\n\n\nOh, oh-o-oh, and they come unstuck\n\n\nLady, running down to the riptide\nTaken away to the dark side\nI wanna be your left hand man\nI love you when you're singing that song and\nI got a lump in my throat 'cause\nYou're gonna sing the words wrong\n\n\nI just wanna, I just wanna know\nIf you're gonna, if you're gonna stay\nI just gotta, I just gotta know\nI can't have it, I can't have it any other way\nI swear she's destined for the screen\nClosest thing to Michelle Pfeiffer that you've ever seen, oh\n\n\nLady, running down to the riptide\nTaken away to the dark side\nI wanna be your left hand man\nI love you when you're singing that song and\nI got a lump in my throat 'cause\nYou're gonna sing the words wrong\nOh lady, running down to the riptide\nTaken away to the dark side\nI wanna be your left hand man\nI love you when you're singing that song and\nI got a lump in my throat 'cause\nYou're gonna sing the words wrong\nOh lady, running down to the riptide\nTaken away to the dark side\nI wanna be your left hand man\nI love you when you're singing that song and\nI got a lump in my throat 'cause\nYou're gonna sing the words wrong\nI got a lump in my throat 'cause\nYou're gonna sing the words wrong""]"
41,42,2014,42,Charli XCX,Boom Clap,"['Charli XCX', 'Boom Clap', ""\nYou're picture-perfect blue\nSunbathing under the moon\nStars shining as your bones illuminate\nFirst kiss just like a drug\nUnder your influence\nYou take me over, you're the magic in my veins\nThis must be love\n\n\nBoom clap, the sound of my heart\nThe beat goes on and on and on and on and\nBoom clap, you make me feel good\nCome on to me, come on to me now\nBoom clap, the sound of my heart\nThe beat goes on and on and on and on and\nBoom clap, you make me feel good\nCome on to me, come on to me now\n\n\nNo silver or no gold\nCould dress me up so good\nYou're the glitter in the darkness of my world\nJust tell me what to do\nI'll fall right into you\nWe're going under cast the spell, just say the word\nI feel your love!\n\n\nBoom clap, the sound of my heart\nThe beat goes on and on and on and on and\nBoom clap, you make me feel good\nCome on to me, come on to me now\nBoom clap, the sound of my heart\nThe beat goes on and on and on and on and\nBoom clap, you make me feel good\nCome on to me, come on to me now\n\n\nYou are the light and I will follow\nYou let me lose my shadow\nYou are the sun, the glowing halo\nAnd you keep burning me up with all your love, oh\n\n\nBoom clap, the sound of my heart\nThe beat goes on and on and on and on and\nBoom clap, you make me feel good\nCome on to me, come on to me now\nBoom clap, the sound of my heart\nThe beat goes on and on and on and on and\nBoom clap, you make me feel good\nCome on to me, come on to me now\nBoom clap, the sound of my heart\nThe beat goes on and on and on and on and\nBoom clap, you make me feel good\nCome on to me, come on to me now\nBoom clap, the sound of my heart\nThe beat goes on and on and on and on and\nBoom clap, you make me feel good\nCome on to me, come on to me now""]"
